用户名称,评分,评论时间,有用数,常居地,加入豆瓣时间,评论,用户url,页数
浪花柚,30,"
2018-02-19
",0,"Bruxelles (Brussel), Belgium", 2008-12-13," 打三星是害怕朋友圈里打五星的亲们…友谊第一
        ",https://www.douban.com/people/3340762/,320
老阿飞—故园,50,"
2018-02-24
",1,北京, 2006-01-08," 不乱yy，角色动机合理，塑造合格，节奏快，过瘾，很主旋律却不尴尬；红海作为一个类型片，很有取舍，而且品质甚至好于好莱坞的一些同类型片产品；基本上，国内本土的【战争类】类型片，红海已经给出天花板了，而且这个天花板是之后很长时间都很难被超越的；本身4星，目前国产片这个环境，再加一星
        ",https://www.douban.com/people/laoafei/,300
老晃,20,"
2018-02-21
",34,北京, 2005-09-04," 烦躁
                
                
        ",https://www.douban.com/people/1019579/,20
老酸奶,50,"
2018-02-18
",3,上海, 2013-06-13," 我在豆瓣默默无闻，从来没有人点赞没有人回复。直到给了战狼一星后，有个不明来历的网友私信骂我傻逼，作为一个佛系青年我当然选择回骂了她。然而开年大作红海行动出现后，吴京应该没勇气拍战狼3了吧，全方位的差距不是拿本中国护照就能赶上的。
        ",https://www.douban.com/people/73856461/,460
老五,30,"
2018-02-23
",4,福建泉州, 2014-03-15," 后面的脏弹行动并没有和人质营救行动联系一起..而且很多行为都感觉很奇怪..明明那么多炮弹在大巴边，偏偏要拆弹，最后队长过来一发现才赶紧跑。。这样并没有感觉惊险感
        ",https://www.douban.com/people/84818654/,140
老咽子,30,"
2018-02-20
",4,, 2015-10-05," bug：夏楠                                                              其实更喜欢湄公河，至少文武两边都全了，湄公河看完我有种想打五星的冲动，本片一直打打打突突突炸炸炸。我给三星我侄子说三星太低了
        ",https://www.douban.com/people/135570696/,180
老妖,40,"
2018-02-19
",12,北京, 2009-11-12," 是一部很好的电影。但不是我喜欢的那种电影。
        ",https://www.douban.com/people/linulaoyao/,140
乐山小佛,10,"
2018-02-26
",5,上海, 2010-04-13," 林超贤本来是香港三流导演里我蛮欣赏的一个。
        ",https://www.douban.com/people/eason0210/,40
勒根丁,30,"
2018-02-21
",0,北京, 2008-07-31," 全程重低音，耳朵都要炸飞了，要不是陪着爸妈看，早就逃了
        ",https://www.douban.com/people/legending/,280
蕾蕾,10,"
2018-02-22
",0,辽宁沈阳, 2006-01-16," 什么破玩意！谁不愿意把自己想象成吴京那样的英雄抱得美人归，谁愿意把自己想成团队！这次分高完全是因为吴京带的！破玩意做巨幕厅最后一排能看吐
        ",https://www.douban.com/people/leilei/,140
冷杉,40,"
2018-02-20
",8,"San Francisco Bay Area, United States", 2005-05-22," 画面血腥，声音暴力，整体节奏张弛有度，每场戏都不太到位，场面调度错位穿帮，没有景别意识，特写镜头硬插，视觉节奏混乱，音乐没有节制，灯光不如湄公河行动，胜在场景丰富，中东战争场景全包圆，已经是春节档最好的片子了
        ",https://www.douban.com/people/bigway/,260
黎毫,40,"
2018-02-21
",22,"Sydney, Australia", 2012-10-23," 视听极享受，爱国主义电影甩了某50亿电影几倍民族自尊心。
        ",https://www.douban.com/people/sjdzr1996/,160
李.E.J,10,"
2018-02-22
",10,Singapore, 2016-04-01," 我恳求中国战争片不要靠血腥和聒噪取胜了
                
                
        ",https://www.douban.com/people/144001463/,120
李白,20,"
2018-02-16
",9,"灵武, 银川", 2017-03-24," 怎么打也不死，都是超人
        ",https://www.douban.com/people/tlj122281669/,60
李简兮,20,"
2018-02-16
",0,浙江杭州, 2013-04-30," 特别无聊啊
        ",https://www.douban.com/people/lijianxi/,480
李丽月,30,"
2018-02-16
",16,福建福州, 2016-08-20," 红海可能不会成为黑马，但从湄公河行动到红海行动让我看到中国电影的进步与可能，军事，爱国都是好的题材，路别走窄了。
        ",https://www.douban.com/people/150021706/,260
李棂夏,30,"
2018-02-21
",0,上海, 2009-01-31," 剧本有点单调
        ",https://www.douban.com/people/echoningning/,220
李翼,20,"
2018-02-17
",7,北京, 2006-05-30," 林超贤其实和很多像刘伟强，王晶那样的博纳系导演一样 已经完全不管香港电影历来的弱点与短板，反而“肆无忌惮”的把弱点当成优点充斥于影片的每一个时段和角落。就如同假设香港盛产香蕉，之前是还做香蕉饭吃，现如今是一日三餐包括夜宵，都只吃香蕉，好像不如此就不能彰显其爱港爱国爱电影。可能是有
        ",https://www.douban.com/people/1180239/,100
鲤欢,20,"
2018-02-26
",0,云南昆明, 2014-11-26," 史上第一部一半时间让我在电影院捂着耳朵看的电影诞生了。一部不能输出多少反战意识的主旋律电影被捧到这个程度让我觉得有些可悲，电影意图的直白让我感到害怕，而这种直白粗暴导致的最大问题是虚假，导演不会做减法，主线差不多有四到五个类型线嵌套变化，臃肿笨拙。开头部分的摄影和子弹时间非常难看
        ",https://www.douban.com/people/WeiHuanli/,440
利比亚悖论,30,"
2018-02-24
",0,山东潍坊, 2011-02-08," 一个任务接着另一个任务，有点乱
        ",https://www.douban.com/people/49285015/,440
荔枝超人,30,"
2018-02-22
",16,, 2006-03-10," 耗资巨大的央视黄金档电视剧（钱太多，光“子弹时间”就用了三次）+中国海军征兵广告，所谓“挑战极限”似乎就是“把音量放到最大”。总之你们喜欢就好，但请放过black hawk down哦。
        ",https://www.douban.com/people/richer725/,20
栗山暖,30,"
2018-02-16
",1,北京, 2009-10-29," 动作戏自然是好看的，但是逻辑和剧情嘛······就········但是观影时我身边的直男观众是非常喜欢啊·····一直惊叹于尺度和打斗于大年初一这个档期的冲突。
        ",https://www.douban.com/people/m19900714/,100
粒古妹妹,40,"
2018-02-18
",5,重庆, 2010-07-21," 这个主旋律节奏很好啊 就是说不通的地方还是挺多的 非常感动 非常骄傲
        ",https://www.douban.com/people/43730319/,460
粒三,20,"
2018-02-20
",6,北京, 2015-07-03," 别的小问题就不说了，就问你们一个问题。一队人开挂后，拿一堆人的命换一个人的命，你们救人图啥？兵的命不是命？一旁鼓吹的公众号脑子都想啥呢？
        ",https://www.douban.com/people/130622586/,260
连子glu,20,"
2018-02-27
",0,浙江杭州, 2010-12-11," 剧情给我断断续续的感觉，后劲不足，bug较多
        ",https://www.douban.com/people/48032600/,380
凉,50,"
2018-02-17
",4,北京, 2008-07-31," 危机十三小时+黑鹰坠落+拯救大兵瑞恩。林超贤真好莱坞级别的掌控与调度。021718吾悦星秩。
                
                
        ",https://www.douban.com/people/iwei/,440
梁颂华,30,"
2018-02-18
",1,广东广州, 2011-03-27," 没有特别喜欢，动作戏太满，容易令人产生视觉疲劳，整体节奏太差了；但这种由头打到尾，而且能够看见经费在燃烧的战争片，的确能让人感受到导演满满的诚意。而更重要的地方是，作为中国的战争片，并没有太过分的渲染主旋律，这是让人最感到舒服的地方。两星半。
        ",https://www.douban.com/people/lsh1/,460
了无歌,50,"
2018-02-19
",15,湖南长沙, 2013-07-04," 之前评价《黑鹰坠落》说，战争片的立意角度永远只能是反战，现在本片也做到了，而且把战争表现得跟《血战钢锯岭》一样残酷，格局上胜《战狼二》一筹，说是中国主旋律电影的里程碑之作毫不为过。应该是进入豆瓣Top250了。
        ",https://www.douban.com/people/zxin94264/,200
林||我们谈什么都像谈死！,40,"
2018-02-21
",4,四川成都, 2005-11-16," 由北上香港导演拍的主旋律，林超贤应该是把路子走通了，上次是公安的湄公河，这次是海军的红海。最喜欢的是山地战狙击手对峙的部分，通过各个队员各司其职的平行剪辑，交代出每个人的故事线，调度厉害。二刷之后再加一星，每个人物特点都鲜明，兵种配合丝毫不乱。
        ",https://www.douban.com/people/coffeejikou/,260
林间一滴水,50,"
2018-02-17
",24,北京, 2013-01-31," 比《战狼2》好太多
        ",https://www.douban.com/people/68640670/,320
灵魂,30,"
2018-02-20
",2,江苏苏州, 2010-07-18," 完全不明白为了救一个女人死那么多重要的人物，简直操了，劳资想一枪嘣了那个女的，妈卖批，看的气死我了，3d也不怎么清楚，眼睛花到不行。
        ",https://www.douban.com/people/43574712/,240
灵枢素问,20,"
2018-02-18
",1,, 2015-02-03," 突突突突突突突突突突
                
                
        ",https://www.douban.com/people/121006084/,300
泠然善也,30,"
2018-03-01
",3,香港, 2009-12-20," 逻辑硬伤 队长一听海清讲故事 我就知道药丸 果然英雄主义上头 要救所有人质 结果没救成 死了俩队友 感情用事 这不是军人 很显然不明白战争的残酷性 这么多赞扬 所谓的大国风度 哎
        ",https://www.douban.com/people/holyhighz/,240
凌睿,50,"
2018-02-16
",3267,江苏南京, 2012-08-07," 比《战狼2》燃一万倍。在《红海行动》面前，《战狼2》就像幼儿园小朋友玩过家家。这才是配得上50亿票房的电影！
                
                
        ",https://www.douban.com/people/lingrui1995/,0
凌晓疯,30,"
2018-02-16
",1,北京, 2011-07-24," 片头从海里出来的时候，我真以为共军高达要出海了。。。
        ",https://www.douban.com/people/53283594/,220
零点,30,"
2018-02-20
",0,"Harare (Salisbury), Zimbabwe", 2013-07-08," Because Yvonne
        ",https://www.douban.com/people/75033795/,360
零点二二,20,"
2018-03-01
",1,, 2009-02-22," 热血并无聊着。
                
                
        ",https://www.douban.com/people/3684040/,180
令狐,30,"
2018-02-20
",1,北京, 2017-07-04," 实在对这种片子无感
        ",https://www.douban.com/people/163346306/,380
刘老胖儿,20,"
2018-02-27
",0,湖南长沙, 2015-11-26," 倒是觉得“静”的部分还不错，不得不开炸弹车的老父、剪成心形的合影令人印象深刻，黄景瑜的表演是亮点，尤其端枪的姿势让人有“游刃有余、泰然自若”的高手之感。
可能是脑子太慢，完全跟不上剪辑，感觉很乱，根本分不清哪儿是哪儿。
低分的原因是如今的环境令我无法对所谓“猛、强、大”产生共情。
        ",https://www.douban.com/people/138195973/,360
刘小黛,40,"
2018-02-16
",227,江苏无锡, 2009-02-02," 接近真相，不能选择性表达，似乎听出了导演的小心思反抗。全是实景爆破拍摄，前面还是太长了，结尾多余。也门撤侨和解救人质的历史真实，每个战士都是主角，不似某狼一人解救全世界。战场细节刻画完美，让子弹飞一会。054a海舰出现，这是国家投资拍片挑的导演，还能有风格不触雷，指标不要过高。
        ",https://www.douban.com/people/darlingtudai/,20
流动人口毛驴哥,10,"
2018-02-16
",1,, 2005-12-18," 垃圾
        ",https://www.douban.com/people/MMT/,140
留白,30,"
2018-02-19
",4,江苏南京, 2009-11-22," 这类电影如何突破?接下来不甘心失败的反政府军找到冷锋，重金策反。冷锋带着雇佣军和蛟龙打打打。
        ",https://www.douban.com/people/26192864/,80
遛狗么,30,"
2018-02-18
",4,浙江温州, 2009-07-23," 第一次带老爸去看电影，他说有点恐怖hhh
        ",https://www.douban.com/people/xd0812/,420
柳夏,50,"
2018-02-21
",5,江苏无锡, 2008-09-20," 竟然有让我找不到扣分点的主旋律动作片，4.5星加到5以示鼓励。And除了黄景瑜莫名比别人高八度的嗓子有点识别度以外，别人真真打到分不清谁是谁（但副队长眼睛超亮超好看der神似李健了2333），片尾看到有霍思燕简直惊呆了，压根没看到（到底是谁啊）。全程捂嘴绷紧神经，巨燃且真实。看完想复习麒麟了
        ",https://www.douban.com/people/jam119/,380
六条叔叔,30,"
2018-02-18
",2,安徽马鞍山, 2012-04-17," 1.电影还不错，没有把任何人塑造成超级英雄就很好了，海清的表演像是在上台词课。2.这个类型和题材的电影这一年太多了，真的不要再拍了。3.中国真的迫切需要电影分级制，这部片这么血腥，怎么也要给个R级，结果同场好多父母带孩子来看。
        ",https://www.douban.com/people/60485196/,460
胧月夜,20,"
2018-02-20
",0,广西桂林, 2009-01-21," 这2星是帮家里二老打的，这片就是一本正经胡说八道，真正的事实也就前1/3。扭曲事实就算了，以前骂美国人拍电影当太平洋警察，现在轮到自己还理直气壮了。这个打脸方式给满分！
        ",https://www.douban.com/people/longyueye/,240
噜噜噜,20,"
2018-02-18
",1,北京, 2012-02-28," 两星辛苦分奉上。视觉疲劳。
        ",https://www.douban.com/people/slowwalker/,160
芦哲峰,20,"
2018-02-25
",88,辽宁沈阳, 2006-11-27," 古有纸上谈兵，虽远必诛，陈汤与赵括；今有网上爱国，虽远必救，粉红又五毛。
        ",https://www.douban.com/people/luhua/,20
陆由,30,"
2018-03-01
",0,广西柳州, 2012-02-18," 镜头太晃了，还是3D，拍人物面部特写时也晃悠，就不能用个架子？别手持行不？很反感配乐，强行抒情。演员演技太生硬了，台词一板一眼的，感觉不到人物个性，每个人都是一个模子印出来的。剧情很乱很硬伤，看完就感觉一直在打，为何打我都忘了。明明很一般的片子，这样都有8.5分??
        ",https://www.douban.com/people/58689768/,320
陆支羽,30,"
2018-02-17
",99,北京, 2008-08-30," 3.5。1.爽片，但看多了也疲。2.相比热泪盈眶的战狼，这种毫无喘息的从头干到尾，究竟谁更强者无敌？3.林超贤的导演功力还是厉害，大有雷霆万钧之势；但拿“黑鹰坠落”说事，没必要。
        ",https://www.douban.com/people/luzhiyu/,0
鹿不鹿,40,"
2018-02-22
",2,"La Habana, Cuba", 2006-03-16," 春节档最佳~和战狼2有本质上的区别~文戏少实在是机智，把“爱国教育”降低至能接受的范围。
        ",https://www.douban.com/people/Pinky/,420
路,10,"
2018-02-17
",1,福建福州, 2014-11-08," 太血腥了，不喜欢，虽然场面很大，但是你适合春节看，还是喜欢战狼2点到为止的感觉
                
                
        ",https://www.douban.com/people/106318773/,460
璐璐,30,"
2018-02-16
",213,江苏南通, 2016-06-22," 有点看懵圈了，整体上比50亿那个片好但也只是一点。林超贤的那些直男热血元素很突出，可惜大密度的手持快剪强重音效配乐一顿狂轰滥炸完之后就没剩什么了。不喜欢这种策略，节奏太快全程狂赶枪战对决一场接一场，实则是对剧作方面不自信的露怯，海清那条线问题很大。尺度够大，这是优点。2.5
        ",https://www.douban.com/people/147395631/,0
吕小口,40,"
2018-02-25
",5,四川成都, 2016-02-03," 情节有个别有些牵强的地方，但总体来说还不错，特想感叹还是和平好，以及，打开了对军事和武器了解欲望的新大门。??啊对了，被佟莉扮演者圈粉。
        ",https://www.douban.com/people/141496329/,460
罗大佑,40,"
2018-02-19
",5,北京, 2010-05-01," 导演！冷静！冷静一下！导演算了算了……哎哟导演您别这样！咱不至于！……
        ",https://www.douban.com/people/ShiboAtDouban/,340
罗弘霉素,50,"
2018-02-23
",10,天津, 2009-10-26," 成熟度非常高的商业电影作品！节奏、配乐、演员、动作、剧情样样精彩，主旋律插入也在合理范围。没有炒作，低宣传力度，不找流量明星，费用花在制作本身上，这都是国产电影积极的地方。战争就是如此血腥、残忍，中国电影急需分级。红海＞＞湄公河＞＞战狼2。
        ",https://www.douban.com/people/Kev.Garnett/,140
罗夏,30,"
2018-02-16
",1,北京, 2016-06-13," 一部好看的电影，但不属于一部好电影。假想敌的问题，可以有，可是剧情薄弱到这地步是说不过去的。动作场面调度上可以用牛逼两字来赞扬一下，血腥度很高，非常不适合未成年人观看。只是如果电影都这么拍怕是一件令人不可想象的事，好在也就只有一个林超贤导演。很娱乐，很烧钱，很春节。
        ",https://www.douban.com/people/147019613/,180
罗小刀的小口袋,50,"
2018-02-17
",33,, 2016-07-29," 名副其实的大片，战争场面真实热血值得一看。这种尺度能够安全过审在春节档上映还是让人很惊讶的，没有刻意的煽情，没有尴尬露骨的弘扬主旋律，不过看完之后还是不由自主的想起那句“厉害了，我的国”。
        ",https://www.douban.com/people/148937290/,240
麻绳,40,"
2018-02-27
",11,北京, 2008-03-26," 技术上真是没话讲，这种枪械爆破动作大片，现在的华语导演中没人能拍过林超贤，要是文戏再讲究一点，人物再丰满一点就更好了。比湄公河要好，与黑鹰坠落的最大区别在于，黑鹰强调的是不能丢下一个人，红海强调的是谁惹中国人就让你不得好死，这也是公认大国和标榜大国的心态区别。
        ",https://www.douban.com/people/ma-sheng/,140
马 夋,40,"
2018-02-13
",29,北京, 2009-12-26," 3.5吧～说不定春节档最佳。林超贤在这里非常大胆，不过这种大胆也是来自背后的力量支持。群戏拍得还可以，有几个细节处理还算有脑，几个小配角的人物成长立得不错。尹昉不错啦，可惜被外形限制，走不了人气路线。
        ",https://www.douban.com/people/june.q/,320
馬尾士,10,"
2018-02-24
",67,, 2015-04-03," 头都炸疼了。画面生猛，意义单薄。
        ",https://www.douban.com/people/124449799/,20
麦垄风来翠浪斜,40,"
2018-02-23
",59,江苏苏州, 2017-12-18," 还挺激动人心的，场面宏大，作战意识武器先进，我个人来说挺好的，很爽啊，子弹横飞的。但我小表妹给吓着了，场面对她来说有点血腥了，不建议小孩和胆子比较小的女生去看，大半夜的看完电影安慰人真的很累。
        ",https://www.douban.com/people/171207235/,300
麦子麦子酱,30,"
2018-02-19
",0,上海, 2006-12-01," 除了打打打还剩下些啥？
        ",https://www.douban.com/people/yuliamelody/,280
卖艺的小青年,30,"
2018-02-28
",3,辽宁沈阳, 2014-05-07," 片名的特效设计很有创意，整部电影算得上是一部很硬核的战争片，但不能因为怕导致战狼式的主旋律歌颂就不去表达情绪。因为没有找到情绪释放点，所以看的非常累。如果把这个电影当做类型片，并不比战狼强很多。
        ",https://www.douban.com/people/88417112/,160
曼尼Manny,30,"
2018-02-18
",2,重庆, 2016-03-06," 中国出现这么厉害的动作片，证明在这一领域在进步的，估计是林超贤练手的作品，没有文戏的电影确实get不到点。看了也就看了，跟美国的流水线作品可以一比，下一部就看能不能在剧情动作上加分了。
        ",https://www.douban.com/people/142852282/,360
慢先森,20,"
2018-02-17
",106,重庆, 2006-01-09," 电影开始了一个小时，睡着了两次。配乐动作太满令人狂躁难以入戏，故事情节等于0，人物性格等于0，即便炸药子弹铺满整个电影也掩饰不住内容有多空洞。本质上和《敢死队》《速度与激情》《变形金刚》这类无脑爆米花片没任何区别，太难看了，我想退场，比战狼2和湄公河行动差多了。@新星影城
                
                
        ",https://www.douban.com/people/mr.slow/,20
漫步天笑,30,"
2018-02-23
",7,北京, 2017-06-25," 摆脱了以往的个人英雄主义造成的假大空，更注重团队作战和战场的真实感，做到了“人被杀就会死”这一基本要素。但缺点也很明显，为了展示战斗而战斗，因而导致各个战斗场景很仓促，感觉还没打完，人还没救到，下一个镜头已经表示结束了，尤其是结尾黄饼部分，相当仓促，剧情的连续性也因此大大折扣。
        ",https://www.douban.com/people/162962442/,80
盲忙,30,"
2018-02-27
",0,"Kyoto, Japan", 2008-01-30," 去中东北非反恐这个题材我还是蛮喜欢的，毕竟面对的是人类共同的敌人，影片也尽可能地摈弃了虽远必诛，已经很难得了。至于下一部？呵呵哒。
        ",https://www.douban.com/people/jundle/,180
猫阿水,50,"
2018-02-21
",2,北京, 2008-06-23," 太燃了！也太残酷了！战场不是演习，队长不是家长。整个行动连气口儿都没给观众留下。感情线处理得非常真实、冷静和克制：最明显的一条最后也只是发了颗糖。狙击手和观察员cp感好强……最喜欢敌我狙击手的对战，套路满满……唯一的问题：实在太真实太血腥了……感觉今晚又将是个不眠之夜>_<
        ",https://www.douban.com/people/hokey/,400
猫不知道,10,"
2018-02-25
",1,辽宁沈阳, 2017-10-03," 两个半小时如噪音实验室的小白鼠一样，一半时候开始恶心，过了一天依然反胃。人物扁平剧情弱，要爱国真都不如去看看地道战地雷战。广电2018年001号审核通过的大垃圾啊！看过那么多战争片军事片枪战片还是个半吊子军迷，都没被噪音恶心成这样啊！
        ",https://www.douban.com/people/167570455/,240
猫咪建筑师,30,"
2018-02-20
",0,"London, United Kingdom", 2007-04-01," 3.5/5，几条线索就是强行并轨，结构挺奇葩的，按理说湄公河之后导演不应该出现这种塞太多东西的毛病，女记者略烦人角色设置有点糙，文戏少是对的，那一点点都挺尬（黑鹰坠落真tm躺枪
        ",https://www.douban.com/people/1490272/,240
猫屎先生,20,"
2018-02-20
",7,湖南长沙, 2007-10-31," 打了一通打到最后我都没燃起来，空洞
        ",https://www.douban.com/people/shlalalalala/,100
毛利桑,30,"
2018-02-26
",6,云南大理, 2016-10-06," 还好阵亡了两个，手断了一个，不然又是全员无损那就不用看了
        ",https://www.douban.com/people/152135826/,40
么么宝宝啵啵哔,30,"
2018-02-18
",1,广东广州, 2016-02-17," 克制平稳让电影质量上佳，林超贤的动作设计和演员调度还是很不错的，但是摄影问题很大，颜色和运镜和部分剪辑让观感很不舒服，全程下来特别难受，国内为何不用胶片摄影呢，还是说放映问题...对于同类电影观影数量较多的人来说太容易产生疲劳了，还有这也太不适合春节档了吧??
        ",https://www.douban.com/people/142073872/,360
没有星星,20,"
2018-02-19
",0,新疆乌鲁木齐, 2014-04-19," [cp]《红海行动》6分 林超贤勇夺国产迈克尔贝称号 武戏很强 文戏根本没有 还是小粉红的集体高潮 双线合为一线很牵强 最后二十分钟简直灾难 就是不停爆炸爆炸爆炸…… [/cp]
        ",https://www.douban.com/people/87640440/,480
眉攒千度,40,"
2018-02-21
",5,安徽合肥, 2008-07-05," 看3D电影坐第二排，我一定是脑子瓦特了。。。也许我看得眼花缭乱却一直不能入戏就是这个原因吧
        ",https://www.douban.com/people/shadowding/,440
梅山君,30,"
2018-02-23
",35,Christmas Islands, 2015-10-23," 影片中的中国军人完美的让人感到不是人，是神！缺少文戏导致看完影片人名都叫不齐，也许在宏大国家面前，士兵们都没有姓名。我本以为这类影片都该宣扬是反战，反恐等精神，结果仅仅是彰显国力的意淫梦。
        ",https://www.douban.com/people/136505664/,20
霉烧猫,20,"
2018-02-27
",0,上海, 2006-09-25," 蒙块布就化妆成恐怖分子随意游荡了？！咋不顺便坐下来一起喝一杯呢！
        ",https://www.douban.com/people/ylyat/,400
每天怂到底内心,30,"
2018-02-21
",1,山西太原, 2014-02-05," 一般一般
        ",https://www.douban.com/people/83155631/,400
萌发奇想,30,"
2018-02-18
",0,北京, 2009-09-05," 138分钟文戏不到一个小时，几乎全程都是枪林弹雨、血光四射！没消停几分钟立刻又让你进入紧张状态，画面血腥真实，没有过于凸显个人英雄主义，团队式的硬派军事戏，看完你会觉得蛟龙突击队的几个队员都是纯爷们儿，包括极为出彩的女战士。“吃糖就不疼了”比“记住身后有个强大的祖国”更觉感动！7.8
        ",https://www.douban.com/people/9881459/,140
梦梵,50,"
2018-02-18
",19,江苏南京, 2016-03-10," 看完有一点生气，希望就像手撕鬼子一样撕了恐怖分子，兵哥哥演的很好，战场上拍的很好，身临其境，能感受到部队的力量，以及牺牲的精神。我从小也有个梦，每当我感觉很孤单的时候，幻想自己是个孤儿能为国贡献
        ",https://www.douban.com/people/143033297/,220
梦里诗书,40,"
2018-02-23
",7,, 2012-01-05," 作为一部国产战争片，《红海行动》给我带来了出乎意料的震撼，电影透过真实冷血的战争场面，以及对团队战术的深谙，使其并没有拘泥于一部个人英雄主义的主旋律作品，而是用“勇者无惧,强者无敌”的现代军人精神，彰显着和平的弥足珍贵。
        ",https://www.douban.com/people/57542378/,200
梦梦梦梦,50,"
2018-02-16
",11969,黑龙江哈尔滨, 2017-01-04," 本来对这类电影不感兴趣，陪着男朋友去看的，很意外，还不错，一部很燃的片子，俩个多小时的电影，至少一个半小时的高潮，全程无尿点，据说是根据真实事件改编的，海陆空作战，超级帅。算是春节档电影的一股清流，大家真的要感受一下中国军人的风采，只想说威武！！佟莉炸飞机还有狙击手对战那段太帅了
        ",https://www.douban.com/people/155986723/,0
梦魇马戏团,40,"
2018-02-16
",7,江苏南京, 2007-08-14," 质感惊人。品味审美都比战狼2好一百个战狼1。是无脑打片但非常洋气甚至洋气过敢死队这种；不过文戏都尬，幸好没超过20分钟。
        ",https://www.douban.com/people/nightmarecircus/,100
梦羽灵泉,30,"
2018-02-16
",1,辽宁营口, 2010-04-01," 海陆空全方位，下一个可能是火箭军？剧情本身么一眼看到底，人物也是看似有脑实际套路的燃燃燃燃燃，嗯，完成度不错，但也就这样了，莫须有的制度自信框架里面，能做的套路也就这些了
        ",https://www.douban.com/people/38012408/,140
迷特波鲁,50,"
2018-02-20
",21,上海, 2008-11-13," 太！好！看！
        ",https://www.douban.com/people/sophiechou/,260
米线儿,50,"
2018-02-16
",36,, 2009-11-30," 电影本身在国产片里值4星，多一星给导演突破自己拍出国产片最大尺度，也让人们意识到战争不是儿戏，军人们也是普通人。动作场面等优点在湄公河的基础上有一定进步，不过保留了湄公河“开头惊艳，结尾乱成一锅粥看得人疲乏”的缺点。总的来说值得一看，但是儿童和心理脆弱者不宜。
        ",https://www.douban.com/people/27289465/,320
眠去,40,"
2018-03-05
",3,山东青岛, 2007-02-08," 把战争的残酷血淋淋地撕开给你看。剧本有硬伤，枪战以外的戏非常拖沓无趣了。
        ",https://www.douban.com/people/rebekah/,440
妙可中国,30,"
2018-02-18
",4,广东珠海, 2011-08-18," 大量近景和手摇镜头来展现战争场面确实增强了压迫感和临场感，但几乎全片长都塞满动作戏愈到后面就看的愈累，除了队长和女记者，其他角色的描绘都是一笔带过，个别断肢镜头总觉得有故意卖弄之嫌。无可否认的是林超贤的战争片在国内确实舍我其谁，但有人居然拿（黑鹰坠落）说事，这是高级黑吗？
        ",https://www.douban.com/people/53869175/,60
妙龄女,50,"
2018-02-16
",93,河北石家庄, 2017-01-01," 以也门撤侨，解救中国人质为背景，《湄公河行动》导演又一力作，和红海行动比起来湄公河真的不算什么，两个多小时从头燃到尾，全程用行动说故事，非常刺激全程无尿点，个人比较喜欢这种集体主义的电影，狙击手顾顺好帅那种痞痞的感觉好喜欢，这部电影绝对不会让你们失望
        ",https://www.douban.com/people/155840797/,320
妙年,40,"
2018-02-21
",2,北京, 2012-12-09," 有那么好的设备(无人机、无人炸弹……)却偏偏非要用人命换人命，想来还是人命性价比高。
        ",https://www.douban.com/people/67031001/,480
灭绝师姐,30,"
2018-02-18
",0,北京, 2007-03-20," 战斗部分不错，大概是我国版的锅盖头吧，【不是吉伦哈尔那部！】就是战斗中所有人都话太多，很破坏突袭的流畅感。至于文戏……，em，海军版人民的名义，义正辞严的官话好多。能看出花了很多钱，且钱花得挺是地方，但要不是陪爹妈，我自己是不会去看的。
        ",https://www.douban.com/people/baobaozlp/,420
名川,20,"
2018-02-21
",35,北京, 2009-06-24," 中国电影审核很有意思，平时三令五申限制暴力，绝不分级，保护祖国花朵，然而一到战狼、红海行动这种片子动不动切脖子，鼻子耳朵飞来飞去，倒又不怕吓坏小孩儿了。
        ",https://www.douban.com/people/xmcog/,20
名字要很可爱,40,"
2018-02-22
",17,湖北武汉, 2016-09-27," 很燃很紧张，小王的手快被我掐出印子了，不过他应该也紧张的没感觉到。
        ",https://www.douban.com/people/151720159/,180
明天吃啥,20,"
2018-02-17
",12,上海, 2011-04-04," 爱国主义+帝国主义 全家七人观影 有一半多人睡着....
        ",https://www.douban.com/people/Shanachy2014/,140
明宇晨曦,20,"
2018-02-24
",0,浙江杭州, 2009-05-17," 比起几乎尽是脱离现实进行吹嘘的幼稚片《战狼》要好很多，但仍令人失望，贯穿全片的几乎都是各种炸点，似乎本片本身就是为展示爆破特效的。我想如果中国军人特别是特战队员看到此片的话大概会非常生气，因为这样的中国特战战士是对他们的侮辱。
        ",https://www.douban.com/people/4210892/,260
明云,30,"
2018-02-20
",6,北京, 2011-10-31," 电影还行，但是中国在民族主义催动下的国际主义或者军国霸权主义不可避免了
        ",https://www.douban.com/people/55671069/,240
摸腿终结者,20,"
2018-02-18
",0,湖北武汉, 2015-09-03," 啥B样的电影就有啥样观众，唠嗑的，一咋一呼的，鼓掌的，看手机打电话的。没入大流真是适应不了。
        ",https://www.douban.com/people/134047144/,340
魔都十元粒美,30,"
2018-02-21
",1,上海, 2014-08-04," 选角好评！最喜欢看李懂和顾顺的部分！
        ",https://www.douban.com/people/95592443/,400
抹茶夹心巧克润,20,"
2018-02-16
",2,广东广州, 2014-05-01," 很受不了这些人总是一句“我们是中国海军”挂在嘴边，尴尬。电影方面，除了文戏挑不出毛病。黄景瑜很出彩。但是，就是烦这样的主旋律。
        ",https://www.douban.com/people/teselaaaaaaa/,480
末摘花,40,"
2018-02-16
",114,福建福州, 2016-10-19," 有湄公河行动在前，相信红海行动延续辉煌！
        ",https://www.douban.com/people/152688532/,100
